text,label
برای آهن خوب نیست تا بخوره به آهن و دیگر فلزات الماسش می پره,2
گوش اذیت میکنه و بهش فشار میاره,2
صدای خیلی خیلی زیاد کتری زمان جوش آمدن و عدم قطع کن خودکار خیلی از اوقات,2
دستگاه بسیار ضعیف است یک عدد موز و سی سی شیر رو نمیتونه مخلوط کنه به هیچ عنوان نخرید,2
و برای هر پیراهن مردونه مخزن آب باید پر بشه از خریدش اصلا راضی نیستم و خریدش رو اصلا توصیه نمی کنم,2
در یک کلام اصلا خوب نبود کیفیت ساخت پایین بود و پیشنهاد می کنم با کمی پول بیشتر مدل های بالاتر رو خریداری کنید,2
صدای هاردش خیلی زیاده,2
کرم پودر خوبیه اما کاملا مناسب پوست های چربه و بدرد پوست های خشک نمی خوره و پوسته پوسته میشه روی بینی و اطراف لب من پوستم خشکه و با وجود اینکه قبلش از مرطوب کننده استفاده می کنم بازم خوب روی پوستم نمی شینه و پوشش دهی مطلوبی نداره و در کل پیشنهاد نمی کنم,2
نگهداری شارژش واقعا ضعیفه برای فیلم دیدن یک ساعت شارژ خیلی کمه و نیاز داره مداوم در حالت شارژ باشه,2
کیفیت بسیار بد مگنت ها درجا کنده شد,2
خرید این دستگاه رو به همه ی کسایی که به دنبال تهیه ی یه دستگاه بلوری با کیفیت با پرداخت مبلغی مناسب هستند پیشنهاد می کنم,1
بیش از دو سال دارمش و استفاده روزانه دارم یکبار و حتی یکبار هم باگ یا ایرادی نداشته  کاورش در حال پوسیدنه ولی خودش مثل روز اول نوی نو باطری صفحه دوربین  سرعت و همه چیزش سالم و سرحال  واقعا ارزشمنده محصولات,1
با محصولی با کیفیت و دقت منتاژ بالایی روبرو هستیم  کیفیت بسته بندی ساخت و مونتاژ بسیار خوب و بی نقص است طراحی ظاهری و کیفیت فلز بکار رفته تو این یخچال بدون تردید از رقبای بازار شکیل تر و بهتره ایده سرمایش فلزی هم که مختص بسیار ایده جالب و در عین حال ساده ایه با تحقیق و بررسی کامل برندها و مدل های رقیب بلاخره انتخاب کردم و الان کاملا از خریدم راضی ام انتخاب خوبی داشته باشید,1
من این لباسشویی رو ده روز پیش خریدم و تا حالا چندین بار از این ماشین استفاده کردم باید بگم که از خریدم راضی ام طراحی زیبا کارایی قابل قبول کم صدا و آب و برق کمی هم مصرف می کنه تا الان باهاش مشکلی نداشتم و به شما هم خریدش رو پیشنهاد می کنم,1
این محصول واقعا برای تلویزیون بسیار مناسبه خود دستگاه یک شوک گیر خوب برای جلوگیری از آسیب رسوندن نوسانات برق به تلویزیون داره که از روی کنجکاوری با خازن چهارصد ولت تست شد و جالبه که هیچ شکی رو منتقل نکرد بنظرم کیفیت ساخت ش رو دست کم نگیرید,1
امروز به دستم رسید خیلی جمع و جور و بسیار زیبا و طراحی جالبی داره و از همه مهمتر فوق العاده تفکیک صدا و شفافیت بالایی داره و از بیس بسیار قدرتمندی برخورداره واسه من که کیفیت صدا مهمه عالیه حتما پیشنهاد می کنم,1
دستگاه نسبت به قیمتش کیفیت و کارایی عالی داره کیفیت بدنه قابل قبول کلیدهای دستگاه هم خیلی خوب عمل می کنند و در کل در عرض چند دقیقه آب جوش رو تحویل می ده برای نوشیدن چای نسکافه ,1
خیلی کارآمده نسبت به قیمتش حین کار کردن اذیت نمی کنه و اصلا سنگین نیست و خیلی هم خوش دسته از لحاظ قدرت موتور هم خوبه  خیلی هم کم صداست در کل از خریدم راضی هستم و به بقیه هم پیشنهاد می کنم,1
من این اجاق رو چند ماهه برای مادرم خریداری کردم و خیلی راضی هستیم ازش  اگر جای اجاق گازتون کوچیکه واقعا اجاق به درد بخوریه  ظاهر مرتب و جمع و جوری داره به نظر من نسبت به تمام اجاق گازهای چهار شعله ای که تا حالا دیدم خیلی خوشگل تر و جمع و جور تره کیفیت شعله هاش و فرش هم خیلی خوبه,1
با سلام ممنون من این محصول رو خریدم توی یه جمله می تونم بگم فوق العاده هست واقعا کیفیت و جنس عالی داره و هر سه سایزش خیلی کاربردیه,1
من دو ماهه خریدم واقعا راضیم دوربینش هم عالیه بهترین گوشی در رنج قیمت خودشه,1
من یک ساله که این گوشی را از دیجی کالا خریدم فقط هم با حافظه داشت هیچ جای دیگه نبود کاملا ازش راضیم تو خریدش اصلا شک نکنید,1
برای کسایی مثل من که می خوان مطالعه کنن و به تبلت ده اینچی نیاز دارن فوق العاده خوب و عالی هست هم از لحاظ امکانات و سخت افزار و هم از لحاظ قیمت ولی برای کابردی که من می خواستم خیلی عالی هست و حتما توصیه میکنم که بخرید در این رنج قیمت عالی هست,1
من این محصول رو از دیجی کالا خریداری کردم لپ تاپ قوی و خوبی هست در مقایسه با قیمت من چون برنامه نویس هستم از برنامه ها و نرم افزار های برنامه نویسی استفاده می کنم که خیلی سنگین هستند و این لپ تاپ به خوبی این برنامه ها رو اجرا میکنه از نظر کیبورد هم بسیار خوب هست و تاچ پد خوبی هم داره باتری هم نسبت به صفحه نمایش خوب عمل میکنه نمیشه گفت عالی و در حد خوب هست در مورد داغ کردن هم با ران های سنگین چند ساعته زیاد داغ نمیکنه و اذیت کننده نیست در کل میشه گفت برای یه لپ تاپ میان رده امکانات مناسبی داره و ارزش خرید داره,1
به توجه به هزینه کمی که بابت خرید این ست میشه می شه گفت واقعا مناسبه کیفیت ساخت لوازم در حد معقول و مناسبیه و برای استفاده معمولی و خانگی و حتی نیمه حرفه ای مناسب به نظر میاد,1
من مارک رو خیلی دوست دارم تفلونش از کیفیت خوبی برخورداره البته من فقط از قاشق سیلیکونی استفاده می کنم و این سایزش برای یه خانواده سه نفره عالیه در ضمن خوش دست و خوش فرم هم هست از دیجی کالا هم ممنونم بابت بسته بندی بسیار مناسب و تحویل به موقع,1
بسیار عالی  ساخت ترکیه تو خریدش شک نکنید,1
چند ماهی می شه که خردیدمش  دلیل اصلیش حمایت از محصولاته ملی بود که تا حالا هم خیلی راضیم از وقتی با شرکت قرار داد بست خیلی از نظر طراحی و تولید پیشرفت کرد  من هم کلی محصولاتش رو خریدم که تقریبا از همش راضیم,1
کسانی که دنبال درست کردن وافل هستند با فر این قالب عالیه و کارامد و شکل زیبایی هم دارد,1
امروز به دستم رسید بسیار با کیفیت ساخته شده و به نظر میاد به این زودی ها خراب نمیشه,1
خوشگله ولی خیلی گرونه,0
پس چرا موجود نمی شه لطفا موجود کن,0
من این اتو را خریداری کردم  به نظرم اتو از کیفیت مناسبی برخوردار می باشد و همچنین با توجه به اینکه در تخفیف خریداری کردم از قیمت هم راضی می باشم ولی متاسفانه بعد از باز نمودن کارتن کالا با بسته بندی بسیار نامناسب روبه رو شدم کارتن اتو بطور کلی خراب و درب آن باز و همچنین پیمانه آب نیز داخل آن نبود البته اتو صدمه ندیده بود ولی انتظار بیشتری از کالا داشتم,0
لپ تاپ کار راه بنداز و معمولی ای هست و نباید ازش انتظار زیادی داشت در کل جواب نیاز های روزمره آدم رو میده و میشه به عنوان لپ تاپ دانشجویی ازش استفاده کرد کیفیت صفحه نمایشش می تونست بهتر باشه با این قیمت  صدا های درایو نوری هر چند ممکنه اذیت کنه گاهی اوقات اما طبیعی هست  بعد از دو سال استفاده  روزانه ساعت افت عملکرد یا بازدهی نداشته و دوام خوبی داشته  البته لپ تاپ محکمی نیست و باید در نگه داریش دقت کنید,0
زیاد کیفیت خوبی نداره اما برای کارهای معمولی خوبه,0
سلام لطفا مشخصات دقیق بگذارید تا دیگر دوستان فرق دقیق از این محصولات رو مشاهده کنند مثلا قدرت خروجی توضیحاتی از امکاناتی که واقعا قابل مقایسه هست ممنون,0
در حد خیلی عالی نیست ولی خوب خوبه بد نیست,0
سرعت چاپش خوبه اما خیلی خوب نیست کیفیت ساختش خیلی خوب نیست یکم زود ترک ور میداره و ارزشش هم بد نیست چون توی دفتر کار زود مستهلک می شه,0
چیز خوب و کار راه بندازیه  برای دم دستی بودن و جمع کردن خورده ریزه هایی که قبلا با جارو دستی جمع می کردم,0
من هم اینو با توجه به نظرات دوستان خریدم  بعنوان خردکن خوبه ولی انتظارآسیاب ازش نداشته باشید  مثلا نمی تونید باش آرد برنج یا پودر شکر تهیه کنید  کلا بزرگ و سنگینه از یخ خرد کنش هم استفاده نکردم هنوز,0
الان به دستم رسید کیفیتش خیلی خوبه ولی سنگینه اگه دو تا دسته داشت بهتر بود,0
تبلت نسبتا خوبیه کیفیت تصویر عالی داره شیک و زیباست سرعتش عالیه اما کابل های تبدیلش برای وصل کردن اچ دی ام آی و اینترنت نایابه  حافظه ی خودش هم کمه,0
کیفیت صدای خوبی داره ولی بزرگ ترین ایرادش نداشتن کنترل صداس همین باعث میشه صدای بلندی رو نداشته باشه,0
واقعا برای مطالعه کتاب و متن توی وب خوبه اما بیشتر از این بنظر می رسه توانشو نداره,0
کاراییش خوبه ولی این که برام فرستادن درش درست کیپ نمیشه و لاش باز می مونه و بخار ازش بیرون می زنه,0
زیاد کیفیت خوبی نداره اما برای کارهای معمولی خوبه,0
دستگاه خوبی هست ولی درایو سی دی نداره,0
اگه کسی استفاده کرده لطفا بگه موقع پخش فیلم های صدا و تصویر تاخیر یا لگ نداره,0
سلام خسته نباشید مدل های مناسب برش فلز هم موجود کنید ممنون,0
چرا ننوشتید چند گرم هست,0
