text,label
غذا کمی زودتر از زمان پیش بینی کاملا گرم و سالم به دستم رسید کیفیت غذا عالی بود حجمش مناسب بود برگر کاملا پخته و طعم دار شده بود سرعت و طرز برخورد پیک هم خیلی خوب بود واقعا ممنون ,1
من میلک شیک به این خوشمزگی ندیده بودم سپاس از مدیر رستوران,1
فوق العاده بود و برای کسایی که دنبال تجربه مزه‌های جدیدن خیلی جوابه خیلی سالم و ‌مواد تازه استفاده شد,1
از زیبایی‌های باقی‌مونده همین حجم و قیمت منطقی کیفیت عالی تازه لیموترش هم می‌دن و البته سرعت بسیار بالا بسیار حرفه‌ای,1
اگر ظروف بسته بندی تغییر کند بهتر خواهد شد از سیستم جدید بسته بندی استفاده کنید,0
غذاش خوب بود ولی جوجه‌اش خوب بود ولی خوب سرخ نشده بود درکل بد نبود متوسط بود,0
غذا خوب بود ولی سرد به دستم رسید,0
بد نبود اما خیلی هم خاص و بی‌نظیر نبود انتظار یه مزه فوق العاده رو داشتم معمولی بود,0
غذا گرم و زود رسید ولی کیفیت مواد مصرف شده داخل غذا میتونست بهتر باشه کیفیت متوسطی داشت,0
کیفیت سالاد خوب ولی اندازه اش کوچک بود,0
بد نبود ولی با این قیمت کیفیت بهتری توقع می رفت,0
هلیم خوب و خوشمزه بود مواد اولیه تازه بودن ولی متاسفانه بیش از دقیقه طول کشید که بیاد,0
نون تازه و گرم به دستم رسید ولی یکی از نون‌ها یه تیکه‌اش خیلی سوخته بود,0
برنج کاملا دم نکشیده بود ولی حجم جوجه کباب و طعم خیلی خوب بود,0
انداره مرغ متوسط بود و طعم خوبی داشت اما متاسفانه اصلا دورچین نداشت حتی چند برش خیارشور,0
غذای خیلی خوبی داشت ولی خودن مرغ سوخاریش سخت بود,0
پیتزا عالی بود سیب زمینی با سس قارچ و خامه خیلی بد بود,0
کیفیتش خوبه ولی مغز پخت نشده بود,0
کلا راضیم فقط بعضی وقتا یه مقدار چربه,0
هات داگ یکم خام بود حجمش خوب بود,0
عالی بود اما یکم پیتزاش کوچیکه نسبت به قیمتش,0
پشتیبانی خوب بود اما ارسال از رستوران خیلی تاخیر داشت,0
سالاد سزار خوشمزه بود فقط مقدار پنیر کم بود,0
واقعا خوب بود اما به نظرم قیمت نسبت به حجم و نوع غدا کمی غیر متعارفه,0
